letra,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20
A,0.3191908597946167,0.4229689836502075,0.5168223977088928,0.5767912268638611,0.623447597026825,0.463215708732605,0.4785556495189667,0.4582548439502716,0.4501717686653137,0.4011899530887604,0.4076244831085205,0.3952007293701172,0.3954788148403168,0.3408566117286682,0.3464737832546234,0.3412138819694519,0.341495543718338,0.276523232460022,0.2802855968475342,0.28778958320617676,0.28787338733673096,0.6248144507408142,0.57480788230896,0.4812273383140564,0.3846534788608551,0.3231218159198761,0.3434857130050659,0.25650638341903687,0.36520713567733765,0.4096447229385376,0.3293866813182831,0.2577492296695709,0.3910938501358032,0.42030876874923706,0.32705315947532654,0.2573258876800537,0.3825973868370056,0.4197770059108734,0.32523220777511597,0.2637256383895874,0.3451874852180481,0.3837962746620178
A,0.3191908597946167,0.4229689836502075,0.5168223977088928,0.5767912268638611,0.623447597026825,0.463215708732605,0.4785556495189667,0.4582548439502716,0.4501717686653137,0.4011899530887604,0.4076244831085205,0.3952007293701172,0.3954788148403168,0.3408566117286682,0.3464737832546234,0.3412138819694519,0.341495543718338,0.276523232460022,0.2802855968475342,0.28778958320617676,0.28787338733673096,0.6248144507408142,0.57480788230896,0.4812273383140564,0.3846534788608551,0.3231218159198761,0.3434857130050659,0.25650638341903687,0.36520713567733765,0.4096447229385376,0.3293866813182831,0.2577492296695709,0.3910938501358032,0.42030876874923706,0.32705315947532654,0.2573258876800537,0.3825973868370056,0.4197770059108734,0.32523220777511597,0.2637256383895874,0.3451874852180481,0.3837962746620178
A,0.3162825107574463,0.42178410291671753,0.5164923667907715,0.5759164690971375,0.621950089931488,0.464245468378067,0.47753608226776123,0.4566092789173126,0.4496232271194458,0.40202295780181885,0.40805479884147644,0.3940157890319824,0.3958571255207062,0.3418421149253845,0.3474164605140686,0.34036654233932495,0.3417566418647766,0.2770039439201355,0.28181907534599304,0.2884117066860199,0.28814637660980225,0.6260620951652527,0.5757554769515991,0.4818917214870453,0.3824896812438965,0.3168054223060608,0.3437132239341736,0.2549647092819214,0.3635910749435425,0.4096206724643707,0.32920321822166443,0.2571723163127899,0.3898437023162842,0.41727131605148315,0.3253076672554016,0.25568389892578125,0.3802845776081085,0.41496577858924866,0.32150933146476746,0.2606630027294159,0.3432784676551819,0.3806222081184387
A,0.3182917535305023,0.4234324097633362,0.5176184773445129,0.5764809846878052,0.6222344040870667,0.4625471830368042,0.47857198119163513,0.4579552114009857,0.4491017460823059,0.401359885931015,0.4097905457019806,0.39619043469429016,0.39504310488700867,0.341766893863678,0.34872376918792725,0.34194332361221313,0.3410383462905884,0.2770279049873352,0.2830033302307129,0.28907305002212524,0.2874009609222412,0.623425304889679,0.5717088580131531,0.47866615653038025,0.37996163964271545,0.31633418798446655,0.3390905559062958,0.2524080276489258,0.36139750480651855,0.4072566628456116,0.32530540227890015,0.2537427544593811,0.38760140538215637,0.417611688375473,0.32311204075813293,0.2543346881866455,0.3794553875923157,0.41524454951286316,0.3207705318927765,0.2605113983154297,0.34220224618911743,0.3785855174064636
A,0.3182917535305023,0.4234324097633362,0.5176184773445129,0.5764809846878052,0.6222344040870667,0.4625471830368042,0.47857198119163513,0.4579552114009857,0.4491017460823059,0.401359885931015,0.4097905457019806,0.39619043469429016,0.39504310488700867,0.341766893863678,0.34872376918792725,0.34194332361221313,0.3410383462905884,0.2770279049873352,0.2830033302307129,0.28907305002212524,0.2874009609222412,0.623425304889679,0.5717088580131531,0.47866615653038025,0.37996163964271545,0.31633418798446655,0.3390905559062958,0.2524080276489258,0.36139750480651855,0.4072566628456116,0.32530540227890015,0.2537427544593811,0.38760140538215637,0.417611688375473,0.32311204075813293,0.2543346881866455,0.3794553875923157,0.41524454951286316,0.3207705318927765,0.2605113983154297,0.34220224618911743,0.3785855174064636
A,0.3137216567993164,0.4172077178955078,0.5106759667396545,0.571073055267334,0.6184589862823486,0.45633813738822937,0.471963107585907,0.4539080858230591,0.4446015954017639,0.39473259449005127,0.40315574407577515,0.39161330461502075,0.3916902542114258,0.3344659209251404,0.34070146083831787,0.33586832880973816,0.33576542139053345,0.26965346932411194,0.2729693055152893,0.2820972502231598,0.282161682844162,0.6148272752761841,0.5628103017807007,0.469808965921402,0.3720663785934448,0.306873619556427,0.3334680497646332,0.2468373328447342,0.35585251450538635,0.4032611846923828,0.3225628733634949,0.25136053562164307,0.38571834564208984,0.4136253595352173,0.32259851694107056,0.2550489008426666,0.3787623643875122,0.4120853543281555,0.3210030198097229,0.26298660039901733,0.3416585624217987,0.37682411074638367
A,0.31218966841697693,0.41738536953926086,0.5133953094482422,0.5729367733001709,0.6198117136955261,0.4584624767303467,0.47156020998954773,0.4503627419471741,0.43949100375175476,0.39470577239990234,0.4022771418094635,0.38776418566703796,0.38530609011650085,0.3335144519805908,0.33883440494537354,0.33203721046447754,0.3312116861343384,0.2696192264556885,0.27390915155410767,0.27955541014671326,0.27941325306892395,0.6158031225204468,0.5682335495948792,0.46998947858810425,0.3720566928386688,0.3061571717262268,0.33855774998664856,0.24606575071811676,0.35440540313720703,0.4072088599205017,0.32623255252838135,0.25028055906295776,0.3836032450199127,0.4197692275047302,0.32467344403266907,0.25358107686042786,0.376083105802536,0.4153895974159241,0.3218863308429718,0.26274561882019043,0.3421931862831116,0.37987393140792847
A,0.31218966841697693,0.41738536953926086,0.5133953094482422,0.5729367733001709,0.6198117136955261,0.4584624767303467,0.47156020998954773,0.4503627419471741,0.43949100375175476,0.39470577239990234,0.4022771418094635,0.38776418566703796,0.38530609011650085,0.3335144519805908,0.33883440494537354,0.33203721046447754,0.3312116861343384,0.2696192264556885,0.27390915155410767,0.27955541014671326,0.27941325306892395,0.6158031225204468,0.5682335495948792,0.46998947858810425,0.3720566928386688,0.3061571717262268,0.33855774998664856,0.24606575071811676,0.35440540313720703,0.4072088599205017,0.32623255252838135,0.25028055906295776,0.3836032450199127,0.4197692275047302,0.32467344403266907,0.25358107686042786,0.376083105802536,0.4153895974159241,0.3218863308429718,0.26274561882019043,0.3421931862831116,0.37987393140792847
A,0.3087213635444641,0.4169667065143585,0.5108766555786133,0.5698049664497375,0.6185634136199951,0.45700815320014954,0.46798640489578247,0.44618093967437744,0.4365754723548889,0.39437854290008545,0.4003339111804962,0.3858751654624939,0.3848392367362976,0.3332900404930115,0.3379044234752655,0.33138740062713623,0.3318544626235962,0.2691276967525482,0.27167052030563354,0.27792394161224365,0.2791745662689209,0.6078169345855713,0.5607317686080933,0.46367958188056946,0.36122360825538635,0.2968902587890625,0.33406519889831543,0.24015381932258606,0.3494809865951538,0.40231525897979736,0.32217735052108765,0.24385172128677368,0.3776754140853882,0.4143295884132385,0.32154563069343567,0.24992331862449646,0.37175479531288147,0.4099457263946533,0.3195175230503082,0.26084059476852417,0.33954063057899475,0.37651076912879944
A,0.3101685643196106,0.4152202606201172,0.509282648563385,0.5656542181968689,0.6136618256568909,0.449024498462677,0.46565523743629456,0.4485763609409332,0.4399872124195099,0.3872222602367401,0.39806514978408813,0.38823238015174866,0.3846243619918823,0.32704514265060425,0.3373661935329437,0.333865761756897,0.33104464411735535,0.26089030504226685,0.2711399495601654,0.28053829073905945,0.27830418944358826,0.6114742755889893,0.557867169380188,0.4661939740180969,0.36167678236961365,0.2985672652721405,0.3303512632846832,0.24420833587646484,0.35476505756378174,0.40149128437042236,0.3188970685005188,0.24720022082328796,0.38042107224464417,0.41205132007598877,0.31942322850227356,0.2509920001029968,0.37561503052711487,0.41423824429512024,0.3189033269882202,0.2611522078514099,0.3422639071941376,0.37997353076934814
